date,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,EOS,BNB,XTZ,TAGZ5,XLM,LINK,ADA,XMR,LEO,TRX,HT,CRO,STO,DASH,ETC,MIN,HEDG,NEO,ATOM,MIOTA,HEX,ZEC,XEM,MKR,INO,ONT,OKB,DOGE,FTT,BAT,PAX,VET,ELAMA,PLF,DGB,BTG,MWC,CCXX,ZRX,HYN,INB,DCR,TNC,THETA,OMG,DNA,ICX,DOT,WBTC,DAI,YFI,LEND
2015-06-17,249.28,NA,NA,0.009678,NA,NA,2.89,NA,NA,NA,NA,0.0036,NA,NA,0.50334,NA,NA,NA,NA,NA,3.01,NA,NA,NA,NA,NA,NA,NA,NA,0.00016,NA,NA,NA,NA,0.000197,NA,NA,NA,NA,NA,NA,0.000107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-18,249.01,NA,NA,0.010252,NA,NA,3.1,NA,NA,NA,NA,0.003736,NA,NA,0.50388,NA,NA,NA,NA,NA,2.96,NA,NA,NA,NA,NA,NA,NA,NA,0.000172,NA,NA,NA,NA,0.00021,NA,NA,NA,NA,NA,NA,0.000106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-19,244.61,NA,NA,0.011207,NA,NA,2.81,NA,NA,NA,NA,0.003724,NA,NA,0.511796,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,0.000155,NA,NA,NA,NA,0.000209,NA,NA,NA,NA,NA,NA,0.000103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-20,245.21,NA,NA,0.011039,NA,NA,3.04,NA,NA,NA,NA,0.003658,NA,NA,0.53798,NA,NA,NA,NA,NA,2.87,NA,NA,NA,NA,NA,NA,NA,NA,0.000158,NA,NA,NA,NA,0.00021,NA,NA,NA,NA,NA,NA,0.000104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-21,243.94,NA,NA,0.010314,NA,NA,3.02,NA,NA,NA,NA,0.003526,NA,NA,0.523274,NA,NA,NA,NA,NA,2.84,NA,NA,NA,NA,NA,NA,NA,NA,0.000161,NA,NA,NA,NA,0.000209,NA,NA,NA,NA,NA,NA,0.000103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-22,246.99,NA,NA,0.010567,NA,NA,3.03,NA,NA,NA,NA,0.003682,NA,NA,0.540599,NA,NA,NA,NA,NA,2.89,NA,NA,NA,NA,NA,NA,NA,NA,0.000156,NA,NA,NA,NA,0.000219,NA,NA,NA,NA,NA,NA,0.000104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-23,244.3,NA,NA,0.010667,NA,NA,2.97,NA,NA,NA,NA,0.003508,NA,NA,0.526921,NA,NA,NA,NA,NA,2.85,NA,NA,NA,NA,NA,NA,NA,NA,0.000158,NA,NA,NA,NA,0.000187,NA,NA,NA,NA,NA,NA,0.000101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-24,240.51,NA,NA,0.010914,NA,NA,2.78,NA,NA,NA,NA,0.003436,NA,NA,0.506506,NA,NA,NA,NA,NA,2.81,NA,NA,NA,NA,NA,NA,NA,NA,0.000156,NA,NA,NA,NA,0.000178,NA,NA,NA,NA,NA,NA,9.9e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-25,242.8,NA,NA,0.011048,NA,NA,2.85,NA,NA,NA,NA,0.003477,NA,NA,0.503678,NA,NA,NA,NA,NA,2.83,NA,NA,NA,NA,NA,NA,NA,NA,0.000154,NA,NA,NA,NA,0.000186,NA,NA,NA,NA,NA,NA,9.8e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-26,243.59,NA,NA,0.011288,NA,NA,2.86,NA,NA,NA,NA,0.003407,NA,NA,0.484247,NA,NA,NA,NA,NA,2.82,NA,NA,NA,NA,NA,NA,NA,NA,0.000148,NA,NA,NA,NA,0.000201,NA,NA,NA,NA,NA,NA,9.8e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-27,250.99,NA,NA,0.011445,NA,NA,3.1,NA,NA,NA,NA,0.003554,NA,NA,0.491951,NA,NA,NA,NA,NA,2.79,NA,NA,NA,NA,NA,NA,NA,NA,0.000157,NA,NA,NA,NA,0.00021,NA,NA,NA,NA,NA,NA,0.000101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-28,249.01,NA,NA,0.011467,NA,NA,3.31,NA,NA,NA,NA,0.003435,NA,NA,0.470636,NA,NA,NA,NA,NA,2.73,NA,NA,NA,NA,NA,NA,NA,NA,0.000152,NA,NA,NA,NA,0.000204,NA,NA,NA,NA,NA,NA,9.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-29,257.06,NA,NA,0.011977,NA,NA,3.74,NA,NA,NA,NA,0.003503,NA,NA,0.493447,NA,NA,NA,NA,NA,2.79,NA,NA,NA,NA,NA,NA,NA,NA,0.00015,NA,NA,NA,NA,0.000214,NA,NA,NA,NA,NA,NA,1e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-30,263.07,NA,NA,0.01132,NA,NA,4.09,NA,NA,NA,NA,0.00347,NA,NA,0.500266,NA,NA,NA,NA,NA,2.86,NA,NA,NA,NA,NA,NA,NA,NA,0.000161,NA,NA,NA,NA,0.000199,NA,NA,NA,NA,NA,NA,9.9e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-01,258.62,NA,NA,0.011198,NA,NA,3.92,NA,NA,NA,NA,0.003458,NA,NA,0.498848,NA,NA,NA,NA,NA,2.82,NA,NA,NA,NA,NA,NA,NA,NA,0.000142,NA,NA,NA,NA,0.000193,NA,NA,NA,NA,NA,NA,9.6e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-02,255.41,NA,NA,0.011037,NA,NA,4.07,NA,NA,NA,NA,0.003401,NA,NA,0.492605,NA,NA,NA,NA,NA,2.91,NA,NA,NA,NA,NA,NA,NA,NA,0.000143,NA,NA,NA,NA,0.000191,NA,NA,NA,NA,NA,NA,8.9e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-03,256.34,NA,NA,0.011099,NA,NA,4.12,NA,NA,NA,NA,0.003265,NA,NA,0.491196,NA,NA,NA,NA,NA,2.96,NA,NA,NA,NA,NA,NA,NA,NA,0.000143,NA,NA,NA,NA,0.000191,NA,NA,NA,NA,NA,NA,8.2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-04,260.89,NA,NA,0.010782,NA,NA,4.11,NA,NA,NA,NA,0.003195,NA,NA,0.507361,NA,NA,NA,NA,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,0.000141,NA,NA,NA,NA,0.000191,NA,NA,NA,NA,NA,NA,9.1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-05,271.91,NA,NA,0.010022,NA,NA,4.95,NA,NA,NA,NA,0.003122,NA,NA,0.521969,NA,NA,NA,NA,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,0.000129,NA,NA,NA,NA,0.000194,NA,NA,NA,NA,NA,NA,9.1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-06,269.03,NA,NA,0.009873,NA,NA,5.42,NA,NA,NA,NA,0.003228,NA,NA,0.505507,NA,NA,NA,NA,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,0.000126,NA,NA,NA,NA,0.000192,NA,NA,NA,NA,NA,NA,8.5e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-07,266.21,NA,NA,0.00958,NA,NA,5.23,NA,NA,NA,NA,0.003141,NA,NA,0.512376,NA,NA,NA,NA,NA,2.97,NA,NA,NA,NA,NA,NA,NA,NA,0.000142,NA,NA,NA,NA,0.000189,NA,NA,NA,NA,NA,NA,8.5e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-08,270.79,NA,NA,0.009449,NA,NA,6.36,NA,NA,NA,NA,0.003214,NA,NA,0.51399,NA,NA,NA,NA,NA,2.98,NA,NA,NA,NA,NA,NA,NA,NA,0.000161,NA,NA,NA,NA,0.000189,NA,NA,NA,NA,NA,NA,8.6e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-09,269.23,NA,NA,0.008987,NA,NA,7.54,NA,NA,NA,NA,0.003059,NA,NA,0.497226,NA,NA,NA,NA,NA,3.11,NA,NA,NA,NA,NA,NA,NA,NA,0.000144,NA,NA,NA,NA,0.000195,NA,NA,NA,NA,NA,NA,7.8e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-10,284.89,NA,NA,0.008847,NA,NA,4.51,NA,NA,NA,NA,0.003115,NA,NA,0.520876,NA,NA,NA,NA,NA,4.05,NA,NA,NA,NA,NA,NA,NA,NA,0.000149,NA,NA,NA,NA,0.000203,NA,NA,NA,NA,NA,NA,8e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-11,293.11,NA,NA,0.008615,NA,NA,4.37,NA,NA,NA,NA,0.003081,NA,NA,0.539175,NA,NA,NA,NA,NA,3.84,NA,NA,NA,NA,NA,NA,NA,NA,0.000161,NA,NA,NA,NA,0.000201,NA,NA,NA,NA,NA,NA,7.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-12,310.87,NA,NA,0.008614,NA,NA,5.29,NA,NA,NA,NA,0.003184,NA,NA,0.628094,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.000157,NA,NA,NA,NA,0.000211,NA,NA,NA,NA,NA,NA,8.7e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-13,292.05,NA,NA,0.008569,NA,NA,4.68,NA,NA,NA,NA,0.003219,NA,NA,0.572132,NA,NA,NA,NA,NA,3.74,NA,NA,NA,NA,NA,NA,NA,NA,0.000157,NA,NA,NA,NA,2e-04,NA,NA,NA,NA,NA,NA,8e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-14,287.46,NA,NA,0.008631,NA,NA,4.65,NA,NA,NA,NA,0.003077,NA,NA,0.570033,NA,NA,NA,NA,NA,3.72,NA,NA,NA,NA,NA,NA,NA,NA,0.000158,NA,NA,NA,NA,0.000194,NA,NA,NA,NA,NA,NA,7.5e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-15,285.83,NA,NA,0.008516,NA,NA,4.21,NA,NA,NA,NA,0.003003,NA,NA,0.541855,NA,NA,NA,NA,NA,3.66,NA,NA,NA,NA,NA,NA,NA,NA,0.000148,NA,NA,NA,NA,0.000186,NA,NA,NA,NA,NA,NA,7.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-16,278.09,NA,NA,0.008062,NA,NA,3.69,NA,NA,NA,NA,0.002831,NA,NA,0.536325,NA,NA,NA,NA,NA,3.53,NA,NA,NA,NA,NA,NA,NA,NA,0.000142,NA,NA,NA,NA,0.000171,NA,NA,NA,NA,NA,NA,7.2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-17,279.47,NA,NA,0.008026,NA,NA,3.79,NA,NA,NA,NA,0.002853,NA,NA,0.535182,NA,NA,NA,NA,NA,3.76,NA,NA,NA,NA,NA,NA,NA,NA,0.000149,NA,NA,NA,NA,0.00018,NA,NA,NA,NA,NA,NA,7.1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-18,274.9,NA,NA,0.00806,NA,NA,4,NA,NA,NA,NA,0.002899,NA,NA,0.523595,NA,NA,NA,NA,NA,3.71,NA,NA,NA,NA,NA,NA,NA,NA,0.000146,NA,NA,NA,NA,0.000177,NA,NA,NA,NA,NA,NA,6.7e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-19,273.61,NA,NA,0.008091,NA,NA,3.77,NA,NA,NA,NA,0.00287,NA,NA,0.537989,NA,NA,NA,NA,NA,3.62,NA,NA,NA,NA,NA,NA,NA,NA,0.000148,NA,NA,NA,NA,0.000169,NA,NA,NA,NA,NA,NA,6.8e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-20,278.98,NA,NA,0.007948,NA,NA,3.94,NA,NA,NA,NA,0.002986,NA,NA,0.547709,NA,NA,NA,NA,NA,3.69,NA,NA,NA,NA,NA,NA,NA,NA,0.000149,NA,NA,NA,NA,0.000174,NA,NA,NA,NA,NA,NA,6.7e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-21,275.83,NA,NA,0.007711,NA,NA,3.77,NA,NA,NA,NA,0.003067,NA,NA,0.587578,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,0.000149,NA,NA,NA,NA,0.00017,NA,NA,NA,NA,NA,NA,7e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22,277.22,NA,NA,0.007579,NA,NA,3.82,NA,NA,NA,NA,0.003118,NA,NA,0.57342,NA,NA,NA,NA,NA,3.63,NA,NA,NA,NA,NA,NA,NA,NA,0.000142,NA,NA,NA,NA,0.000184,NA,NA,NA,NA,NA,NA,7.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23,276.05,NA,NA,0.007487,NA,NA,3.78,NA,NA,NA,NA,0.003037,NA,NA,0.570335,NA,NA,NA,NA,NA,3.58,NA,NA,NA,NA,NA,NA,NA,NA,0.000146,NA,NA,NA,NA,0.000178,NA,NA,NA,NA,NA,NA,7.5e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24,288.28,NA,NA,0.007656,NA,NA,4.6,NA,NA,NA,NA,0.003094,NA,NA,0.576016,NA,NA,NA,NA,NA,3.69,NA,NA,NA,NA,NA,NA,NA,NA,0.000177,NA,NA,NA,NA,0.000188,NA,NA,NA,NA,NA,NA,8.3e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-25,288.7,NA,NA,0.007888,NA,NA,4.63,NA,NA,NA,NA,0.00294,NA,NA,0.566003,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,0.000184,NA,NA,NA,NA,0.000188,NA,NA,NA,NA,NA,NA,8.1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-26,292.69,NA,NA,0.008115,NA,NA,4.66,NA,NA,NA,NA,0.003016,NA,NA,0.584723,NA,NA,NA,NA,NA,3.78,NA,NA,NA,NA,NA,NA,NA,NA,0.000173,NA,NA,NA,NA,0.000187,NA,NA,NA,NA,NA,NA,7.9e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-27,293.62,NA,NA,0.008562,NA,NA,4.67,NA,NA,NA,NA,0.002945,NA,NA,0.59605,NA,NA,NA,NA,NA,3.76,NA,NA,NA,NA,NA,NA,NA,NA,0.000163,NA,NA,NA,NA,0.000189,NA,NA,NA,NA,NA,NA,7.9e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-28,294.43,NA,NA,0.008449,NA,NA,5.06,NA,NA,NA,NA,0.002727,NA,NA,0.615015,NA,NA,NA,NA,NA,3.68,NA,NA,NA,NA,NA,NA,NA,NA,0.000174,NA,NA,NA,NA,0.000188,NA,NA,NA,NA,NA,NA,8e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-29,289.59,NA,NA,0.008519,NA,NA,4.8,NA,NA,NA,NA,0.002823,NA,NA,0.589967,NA,NA,NA,NA,NA,3.64,NA,NA,NA,NA,NA,NA,NA,NA,0.000161,NA,NA,NA,NA,0.000184,NA,NA,NA,NA,NA,NA,7.9e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-30,287.72,NA,NA,0.008491,NA,NA,4.58,NA,NA,NA,NA,0.002811,NA,NA,0.583228,NA,NA,NA,NA,NA,3.64,NA,NA,NA,NA,NA,NA,NA,NA,0.000166,NA,NA,NA,NA,0.000183,NA,NA,NA,NA,NA,NA,7.9e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-31,284.65,NA,NA,0.008437,NA,NA,4.64,NA,NA,NA,NA,0.002644,NA,NA,0.574956,NA,NA,NA,NA,NA,3.68,NA,NA,NA,NA,NA,NA,NA,NA,0.000164,NA,NA,NA,NA,0.000184,NA,NA,NA,NA,NA,NA,7.7e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-01,281.6,NA,NA,0.008222,NA,NA,4.15,NA,NA,NA,NA,0.002642,NA,NA,0.588741,NA,NA,NA,NA,NA,3.61,NA,NA,NA,NA,NA,NA,NA,NA,0.000164,NA,NA,NA,NA,0.000175,NA,NA,NA,NA,NA,NA,7.1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-02,282.61,NA,NA,0.00823,NA,NA,4.17,NA,NA,NA,NA,0.002725,NA,NA,0.624904,NA,NA,NA,NA,NA,3.62,NA,NA,NA,NA,NA,NA,NA,NA,0.000154,NA,NA,NA,NA,0.000172,NA,NA,NA,NA,NA,NA,8.2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-03,281.23,NA,NA,0.008281,NA,NA,4.16,NA,NA,NA,NA,0.002631,NA,NA,0.595818,NA,NA,NA,NA,NA,3.61,NA,NA,NA,NA,NA,NA,NA,NA,0.000154,NA,NA,NA,NA,0.000173,NA,NA,NA,NA,NA,NA,7.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-04,285.22,NA,NA,0.008271,NA,NA,4.38,NA,NA,NA,NA,0.002632,NA,NA,0.618406,NA,NA,NA,NA,NA,3.64,NA,NA,NA,NA,NA,NA,NA,NA,0.000148,NA,NA,NA,NA,0.000176,NA,NA,NA,NA,NA,NA,7.5e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-05,281.88,NA,NA,0.008224,NA,NA,4.35,NA,NA,NA,NA,0.002634,NA,NA,0.618616,NA,NA,NA,NA,NA,3.58,NA,NA,NA,NA,NA,NA,NA,NA,0.000148,NA,NA,NA,NA,0.000173,NA,NA,NA,NA,NA,NA,7.2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-06,278.58,NA,NA,0.008024,NA,NA,4.06,NA,NA,NA,NA,0.002524,NA,NA,0.729102,NA,NA,NA,NA,NA,3.52,NA,NA,NA,NA,NA,NA,NA,NA,0.000141,NA,NA,NA,NA,0.000168,NA,NA,NA,NA,NA,NA,7e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-07,279.58,NA,2.77,0.008152,NA,NA,4.21,NA,NA,NA,NA,0.002432,NA,NA,0.742292,NA,NA,NA,NA,NA,3.26,NA,NA,NA,NA,NA,NA,NA,NA,0.000145,NA,NA,NA,NA,0.000168,NA,NA,NA,NA,NA,NA,6.5e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-08,261,NA,0.753325,0.008476,NA,NA,3.85,NA,NA,NA,NA,0.002419,NA,NA,0.676046,NA,NA,NA,NA,NA,3.08,NA,NA,NA,NA,NA,NA,NA,NA,0.000136,NA,NA,NA,NA,0.000158,NA,NA,NA,NA,NA,NA,6e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-09,265.08,NA,0.701897,0.008808,NA,NA,3.9,NA,NA,NA,NA,0.002345,NA,NA,0.674739,NA,NA,NA,NA,NA,3.11,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,NA,NA,NA,NA,0.000162,NA,NA,NA,NA,NA,NA,5.6e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-10,264.47,NA,0.708448,0.00875,NA,NA,3.95,NA,NA,NA,NA,0.002466,NA,NA,0.656576,NA,NA,NA,NA,NA,3.08,NA,NA,NA,NA,NA,NA,NA,NA,0.000135,NA,NA,NA,NA,0.00016,NA,NA,NA,NA,NA,NA,5.6e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-11,270.39,NA,1.07,0.008591,NA,NA,4.16,NA,NA,NA,NA,0.002398,NA,NA,0.603582,NA,NA,NA,NA,NA,3.16,NA,NA,NA,NA,NA,NA,NA,NA,0.000135,NA,NA,NA,NA,0.000164,NA,NA,NA,NA,NA,NA,5.9e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-12,266.38,NA,1.22,0.008271,NA,NA,3.99,NA,NA,NA,NA,0.00238,NA,NA,0.622923,NA,NA,NA,NA,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,0.000133,NA,NA,NA,NA,0.00016,NA,NA,NA,NA,NA,NA,5.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-13,264.08,NA,1.83,0.008147,NA,NA,3.88,NA,NA,NA,NA,0.002264,NA,NA,0.575855,NA,NA,NA,NA,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,0.000123,NA,NA,NA,NA,0.000156,NA,NA,NA,NA,NA,NA,5.8e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-14,265.68,NA,1.83,0.008337,NA,NA,4.03,NA,NA,NA,NA,0.002314,NA,NA,0.609906,NA,NA,NA,NA,NA,3.03,NA,NA,NA,NA,NA,NA,NA,NA,0.000121,NA,NA,NA,NA,0.000158,NA,NA,NA,NA,NA,NA,6.1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-15,261.55,NA,1.69,0.00842,NA,NA,3.93,NA,NA,NA,NA,0.00227,NA,NA,0.613236,NA,NA,NA,NA,NA,2.98,NA,NA,NA,NA,NA,NA,NA,NA,0.000119,NA,NA,NA,NA,0.000155,NA,NA,NA,NA,NA,NA,5.9e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-16,258.51,NA,1.57,0.008315,NA,NA,3.95,NA,NA,NA,NA,0.002135,NA,NA,0.620167,NA,NA,NA,NA,NA,2.94,NA,NA,NA,NA,NA,NA,NA,NA,0.000123,NA,NA,NA,NA,0.000148,NA,NA,NA,NA,NA,NA,5.9e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-17,257.98,NA,1.2,0.008301,NA,NA,3.98,NA,NA,NA,NA,0.00217,NA,NA,0.610122,NA,NA,NA,NA,NA,2.91,NA,NA,NA,NA,NA,NA,NA,NA,0.000119,NA,NA,NA,NA,0.00015,NA,NA,NA,NA,NA,NA,5.9e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-18,211.08,NA,1.09,0.007552,NA,NA,3.47,NA,NA,NA,NA,0.001878,NA,NA,0.493284,NA,NA,NA,NA,NA,2.67,NA,NA,NA,NA,NA,NA,NA,NA,9.2e-05,NA,NA,NA,NA,0.000134,NA,NA,NA,NA,NA,NA,4.8e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-19,226.68,NA,1.26,0.007758,NA,NA,3.48,NA,NA,NA,NA,0.00181,NA,NA,0.534101,NA,NA,NA,NA,NA,2.64,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,NA,NA,NA,0.000131,NA,NA,NA,NA,NA,NA,5.2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-20,235.35,NA,1.46,0.007872,NA,NA,3.61,NA,NA,NA,NA,0.00203,NA,NA,0.597797,NA,NA,NA,NA,NA,2.78,NA,NA,NA,NA,NA,NA,NA,NA,0.000106,NA,NA,NA,NA,0.000139,NA,NA,NA,NA,NA,NA,5.2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-21,232.57,NA,1.4,0.007881,NA,NA,3.57,NA,NA,NA,NA,0.001995,NA,NA,0.568307,NA,NA,NA,NA,NA,2.76,NA,NA,NA,NA,NA,NA,NA,NA,0.000101,NA,NA,NA,NA,0.000145,NA,NA,NA,NA,NA,NA,5.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-22,230.39,NA,1.38,0.007722,NA,NA,3.51,NA,NA,NA,NA,0.002001,NA,NA,0.553084,NA,NA,NA,NA,NA,2.68,NA,NA,NA,NA,NA,NA,NA,NA,0.000101,NA,NA,NA,NA,0.000137,NA,NA,NA,NA,NA,NA,5.5e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-23,228.17,NA,1.35,0.007552,NA,NA,3.39,NA,NA,NA,NA,0.001959,NA,NA,0.544585,NA,NA,NA,NA,NA,2.64,NA,NA,NA,NA,NA,NA,NA,NA,9.8e-05,NA,NA,NA,NA,0.000138,NA,NA,NA,NA,NA,NA,5.1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
