date,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,XMR,NEO,DASH,BNB,ETC,XEM,XTZ,BSV,MKR,ATOM,LEO,LINK,HT,MIN,INNBCL,STO,TAGZ5,CRO,HEX,DOT
20180804,0.146054846627678,0.184248920525688,0.0351315659182782,0.124618730163267,0.0370926409254402,0.0941417302937272,0.0442954894308289,0.222224599851761,0.0315135207036809,0.135780556275861,0.0538249119560534,0.129440341308098,0.0650762163623756,0.0181395788775822,0.132088844019616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180805,0.121368836755184,0.0439340984051832,0.109509729259676,0.110739768752738,0.0398560089203464,0.0937453531885355,0.0356789356606358,0.117406931893886,0.0301568134568213,0.234952286494923,0.0821890500734935,0.0808494323416708,0.0913198344576577,0,0.0306655882206827,0.0453450465436034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180806,0.0792089266592936,0.104606391504871,0.0498082443360134,0.0723420527997467,0.032923583282503,0.0802729112683467,0.0577821188885967,0.172849566926105,0.0625465223717966,0.0580218043637258,0.0471816088906839,0.0902547277462154,0.0674688743237432,0.0191187772427282,0.0348999146141232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180807,0.0604254301288959,0.216558262155932,0.0402376346161976,0.0796979668152907,0.0354917214411852,0.0854157960766743,0.0544811345614591,0.170076751098562,0.0450058135605108,0.057063166895701,0.0315060447749757,0.0922260498589569,0.160738204178819,0.0173110966030727,0.0244127199819377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180808,0.0579117456231899,0.172490452547557,0.0467006320361348,0.127462969791457,0.0463242574067089,0.0934389278370552,0.044215644362011,0.100266234519913,0.110804386320037,0.153877403019145,0.0263881181819734,0.171972843379411,0.156368175550931,0.0176578063891324,0.0410478742238016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180809,0.102418841252862,0.0963228093627392,0.0348715734856595,0.178088415847177,0.0247378429726129,0.0941199053346197,0.0247271130027552,0.0490577311823709,0.111387384833435,0.136033209557985,0.0307088984437158,0.0967083936539174,0.163552086519524,0.0169336798922898,0.0378047776515254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180810,0.0660896130646442,0.0612278541869757,0.0414658260778372,0.131806954740584,0.045827736938662,0.0930438228203986,0.0267013469166318,0.0531346067318951,0.0456440610439247,0.12411225776459,0.0295437363997609,0.0577903046680773,0.144872563568306,0.020843485876428,0.0368468815757593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180811,0.0681218527295868,0.0160668696804053,0.042397884429155,0.138673246911444,0.0562354430737991,0.0897789527434147,0.0254879986410919,0.127310379220411,0.117569967479057,0.0984484356065169,0.0252595161699154,0.044239734491395,0.161333491199519,0.013761609594383,0.0347238711268668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180812,0.0699368945075377,0.195547395271096,0.0435758477324737,0.139850729292018,0.0589691869125163,0.0946291055796869,0.0219147759100732,0.112233888398254,0.0700970500204579,0.114853736203116,0.0275501441474582,0.0454442597479638,0.181917759685511,0.0174660620254999,0.0388748779478586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180813,0.06953806622168,0.0494444338871806,0.0576555556659419,0.133467059237276,0.039173440239009,0.0929354741820107,0.0253655435210074,0.11806037595165,0.0484914310471297,0.122921772235403,0.0214873188833874,0.0346721729275493,0.112289755735508,0.034032750494699,0.0353843614582957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180814,0.112929279887819,0.0501554055947362,0.053548253301778,0.0781019701835775,0.0416445202551224,0.0945466522670415,0.065369733645508,0.156256641038523,0.0475027084653068,0.210571839594351,0.048113668219568,0.0263552820623198,0.116533384145354,0,0.0332329640322642,0.0960490008403497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180815,0.0739796321434012,0.0346742177258482,0.0415271537719071,0.0875852468620553,0.0423992076873465,0.0974495892989679,0.0588666003087798,0.152482898849831,0.0487650483844776,0.147701561599536,0.05348170207463,0.025484050019727,0.107289686387938,0,0.0257511008730017,0.0648310897307905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180816,0.0453495665598039,0.043996015275961,0.083391341151115,0.0857236267364724,0.0533232623754753,0.0826673034263253,0.0380080650770032,0.180909334075501,0.0474257640567458,0.131987685872166,0.0246742987477092,0.032329100015313,0.110810694189042,0.0395984260333224,0.0326241348114742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180817,0.0937275638800033,0.0392258231746862,0.0376586548203825,0.0832773016216975,0.0581704269345941,0.0782612739005493,0.0684833533786857,0.152735785496945,0.0637414699090874,0.192076502944842,0.0598080418390212,0.0260093650206314,0.109549538244765,0,0.0561540160801911,0.0722292541823326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
